"","time","iraq","barack.obama","afghanistan","new.york","california","gop","george.w.bush","wall.street","john.mccain","supreme.court","iran","china","mitt.romney","republican.party","texas","hillary.clinton","israel","middle.east","florida","tea.party","europe","bill.clinton","medicare","sarah.palin","washington.post","christian","democratic.party","russia","pakistan","ohio","vietnam","british","ronald.reagan","massachusetts","social.security","chicago","arizona","new.york.city","d.c.","reagan","pentagon","virginia","jewish","european","fox.news","world.war.ii","iowa","syria","pennsylvania"
"2366","2013-07-07",1,0,0,4,0,1,0,0,1,3,0,1,0,1,2,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,4,1,1,0,0,0
"2367","2013-07-08",7,6,7,8,2,3,0,2,2,8,5,3,3,2,4,2,4,6,3,3,6,1,3,0,1,2,2,0,1,0,8,4,2,3,0,1,1,0,0,2,4,1,2,2,1,1,0,1,1
"2368","2013-07-09",1,1,0,21,11,1,0,7,1,5,3,2,0,2,8,0,1,1,2,1,4,0,1,1,1,8,2,4,0,2,3,0,2,4,3,2,0,5,3,3,3,4,0,1,2,0,1,0,2
"2369","2013-07-10",8,1,6,8,4,4,0,0,3,13,2,1,0,3,13,0,1,2,0,3,11,0,0,1,0,8,2,1,3,0,3,2,1,0,0,0,3,0,2,1,0,1,1,7,0,1,0,2,0
"2370","2013-07-11",3,3,4,12,4,3,0,2,1,4,3,2,3,2,7,1,6,2,2,2,6,0,9,0,2,6,0,2,0,1,2,0,1,1,2,1,4,1,2,1,2,2,2,2,1,0,1,3,1
"2371","2013-07-12",3,4,2,8,9,1,0,2,1,2,2,1,1,0,12,2,0,1,2,0,5,1,2,0,1,5,0,3,0,4,0,1,0,1,2,1,0,1,3,1,1,2,0,1,1,2,1,1,1
"2372","2013-07-13",0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,2,0,0,0,3,0,0,0,0,1
"2373","2013-07-14",1,0,1,11,2,2,0,5,1,3,1,0,0,0,2,0,0,2,6,0,3,1,0,0,1,1,0,1,2,1,2,2,0,1,0,2,1,4,1,3,2,1,0,3,0,3,0,0,0
"2374","2013-07-15",1,2,2,7,8,6,0,5,2,14,2,3,2,5,10,1,2,0,11,1,3,2,1,1,1,3,0,2,1,2,0,0,1,2,0,1,3,3,6,2,1,7,1,0,1,1,2,1,1
"2375","2013-07-16",0,1,0,10,2,5,0,5,1,4,2,4,2,2,8,0,0,3,8,2,6,1,1,0,1,3,0,3,0,3,0,3,1,0,2,6,0,3,3,2,1,1,4,2,0,1,0,0,0
"2376","2013-07-17",1,6,1,15,5,2,0,3,3,3,6,3,1,3,6,2,6,3,7,3,2,2,2,2,3,4,1,2,3,1,2,3,1,1,2,4,0,4,3,2,0,1,6,1,0,0,0,4,1
"2377","2013-07-18",2,3,3,7,5,2,0,6,2,8,1,2,1,3,8,0,3,1,5,1,3,3,1,0,3,1,1,5,2,0,1,1,0,0,1,3,3,0,2,1,2,1,0,2,0,1,0,9,2
"2378","2013-07-19",2,3,2,6,5,0,0,2,2,9,4,1,1,3,0,1,4,1,6,2,3,2,1,0,2,0,1,1,0,1,1,3,0,1,0,1,2,0,0,1,3,2,1,1,0,0,0,1,2
"2379","2013-07-20",0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,3,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,1,0,0,0,0
"2380","2013-07-21",1,3,1,7,0,4,0,3,1,1,0,2,0,0,0,0,2,0,5,1,0,0,0,1,0,1,0,2,2,0,1,0,0,0,0,2,0,3,0,0,0,1,2,0,1,0,0,1,0
"2381","2013-07-22",1,2,1,13,6,1,0,7,1,5,1,4,1,2,3,1,3,2,2,0,0,1,1,0,1,6,2,3,0,3,2,1,1,3,1,2,3,3,0,4,1,6,3,0,0,1,3,1,1
"2382","2013-07-23",6,5,6,12,5,5,0,4,0,4,2,1,1,3,4,0,6,4,4,2,6,2,2,0,2,5,1,0,3,4,5,1,3,1,2,3,1,2,1,6,1,3,1,3,1,1,3,1,3
"2383","2013-07-24",1,3,1,15,2,7,0,3,2,2,1,0,1,4,3,1,0,0,4,3,3,0,2,0,2,5,2,2,0,1,2,0,0,0,0,1,0,3,1,1,2,4,0,0,1,0,1,2,1
"2384","2013-07-25",1,6,2,25,5,3,0,10,0,3,5,3,0,1,4,4,3,4,2,0,3,1,4,0,2,5,2,4,3,3,1,1,0,0,1,4,1,7,2,1,2,3,2,2,0,4,7,0,1
"2385","2013-07-26",2,2,1,11,6,0,0,0,1,8,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,1,3,0,1,1,0,0,2,2,0,0,1,0,0,0,2,1,0,1
"2386","2013-07-27",0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2387","2013-07-28",1,1,1,5,2,1,0,4,0,1,1,4,0,0,0,1,2,1,0,0,0,2,1,0,1,0,1,3,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1
"2388","2013-07-29",1,5,2,11,12,2,1,5,0,6,3,3,1,2,2,3,0,3,5,1,5,3,2,0,2,7,0,2,0,2,3,0,2,1,1,1,0,1,5,4,1,1,0,3,5,2,1,0,2
"2389","2013-07-30",9,2,3,15,14,4,0,5,1,4,5,3,1,2,3,1,3,2,1,2,5,1,4,1,1,1,2,2,4,4,3,2,1,0,1,2,5,3,0,3,3,2,1,3,1,1,1,4,1
"2390","2013-07-31",4,0,2,9,6,2,0,3,0,3,3,0,0,3,1,2,1,0,0,0,2,0,1,1,1,4,1,7,2,0,2,4,1,0,2,1,1,1,1,3,0,0,7,0,1,1,2,0,2
"2391","2013-08-01",5,1,4,4,3,1,0,2,3,4,1,3,0,0,5,0,0,3,0,1,3,2,3,0,3,3,1,5,2,0,0,0,1,0,3,3,1,0,1,1,2,1,1,1,0,2,0,3,1
"2392","2013-08-02",1,3,2,4,3,5,0,1,1,5,2,0,0,2,2,0,4,2,0,2,2,0,1,1,4,2,0,2,2,0,2,1,0,0,1,1,1,0,3,1,0,1,0,1,0,1,0,0,2
"2393","2013-08-03",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2394","2013-08-04",2,1,2,3,4,2,0,2,1,0,1,2,1,1,0,0,0,1,0,1,2,1,1,0,0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,3,0,0,0,0,0,1,0,0,0
"2395","2013-08-05",2,4,1,3,5,2,0,1,3,5,0,0,2,2,5,2,0,2,3,2,4,3,0,0,2,1,2,2,0,2,2,1,2,1,2,3,0,1,6,4,2,4,1,2,2,1,1,0,1
"2396","2013-08-06",3,5,3,6,2,3,0,9,1,5,4,3,0,2,1,4,13,2,7,4,4,1,2,0,1,1,1,7,2,0,2,2,1,2,0,0,2,1,2,4,4,1,3,2,1,2,2,3,0
"2397","2013-08-07",7,4,4,15,10,4,0,5,1,7,1,2,1,2,3,3,3,2,3,5,4,2,4,2,1,2,0,5,2,3,2,2,2,3,2,1,3,2,1,4,1,5,3,3,0,1,2,0,2
"2398","2013-08-08",2,1,1,15,1,1,0,5,3,4,2,2,0,1,6,1,1,1,3,5,4,2,1,0,3,1,0,3,2,1,1,1,1,0,1,4,2,4,1,2,1,4,0,1,1,2,1,6,1
"2399","2013-08-09",0,4,1,7,4,4,0,2,0,4,0,0,4,1,3,1,4,2,2,3,4,1,0,0,2,2,1,1,0,1,3,0,1,0,2,2,3,2,3,2,1,0,3,2,2,2,0,1,5
"2400","2013-08-10",0,0,0,4,0,0,0,1,0,2,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
"2401","2013-08-11",1,2,2,9,1,4,0,5,0,1,1,2,0,0,1,0,1,1,1,1,0,1,1,0,2,0,2,5,0,0,0,0,1,1,0,2,0,2,1,4,0,0,0,0,2,0,0,3,0
"2402","2013-08-12",1,3,3,17,8,4,0,4,4,4,2,0,1,4,2,2,7,1,3,6,2,0,1,0,3,4,1,4,1,1,1,0,1,2,0,0,3,5,2,2,0,3,3,1,1,1,5,1,1
"2403","2013-08-13",0,3,0,17,7,4,0,3,0,9,0,0,2,0,4,1,3,2,2,1,3,4,0,0,0,2,3,2,0,1,3,1,1,4,0,1,1,4,2,1,0,1,1,2,0,1,1,1,2
"2404","2013-08-14",4,3,3,10,2,2,0,2,0,6,1,4,1,3,2,1,1,2,4,2,0,0,0,0,0,0,0,1,2,1,2,0,3,0,5,0,1,2,0,4,0,3,0,0,1,3,0,1,1
"2405","2013-08-15",3,3,2,26,3,2,0,2,1,8,8,0,2,2,2,1,2,1,0,0,1,3,0,1,1,3,0,3,0,2,5,2,1,3,3,3,2,3,3,3,1,4,1,0,1,1,0,1,1
"2406","2013-08-16",5,3,7,6,6,2,0,1,1,1,2,1,0,2,2,2,1,0,0,2,3,0,0,0,4,1,2,5,1,0,0,0,3,1,0,1,2,0,2,4,1,0,1,1,1,0,0,2,4
"2407","2013-08-17",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2408","2013-08-18",1,1,2,6,3,3,0,1,1,0,1,0,0,1,1,0,2,2,1,0,4,2,3,0,1,0,0,0,0,2,4,2,0,1,3,0,1,0,1,0,3,1,0,3,0,1,2,1,0
"2409","2013-08-19",5,3,2,16,5,8,0,3,1,4,7,0,0,1,1,2,9,6,3,0,3,0,0,0,2,1,1,3,1,0,3,3,2,0,0,4,0,4,3,2,1,3,1,2,1,0,0,2,0
"2410","2013-08-20",5,0,3,22,7,1,0,4,0,5,8,1,0,3,1,0,4,3,3,2,3,1,1,0,4,2,1,2,1,0,2,3,1,0,3,1,1,6,2,1,1,0,1,1,2,1,0,0,4
"2411","2013-08-21",1,3,1,10,6,6,0,1,2,7,5,2,1,6,10,1,1,0,5,4,3,0,1,0,1,4,1,1,1,2,1,2,0,1,2,0,2,2,5,0,1,6,2,1,0,2,1,3,1
"2412","2013-08-22",5,1,4,13,4,2,0,8,0,3,4,0,0,1,1,0,1,1,0,0,2,0,1,0,0,0,0,5,2,1,7,1,1,1,1,2,0,3,0,5,1,3,0,1,0,1,0,0,0
"2413","2013-08-23",3,3,0,3,4,2,0,0,0,3,6,0,1,2,1,0,3,1,1,1,1,1,1,0,3,4,0,1,0,0,1,1,0,0,1,1,0,0,1,2,0,0,2,1,0,1,0,1,2
"2414","2013-08-24",1,1,0,2,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2415","2013-08-25",0,2,0,7,0,0,0,0,0,3,2,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,1,4,0,3,1,1,1,0,2,0,1,2,2,4,1,0,0,0,2,2,0,0,0
"2416","2013-08-26",2,4,3,8,6,3,0,1,0,7,4,1,0,4,5,1,3,1,3,1,3,1,2,0,2,0,3,5,3,2,3,1,0,2,0,0,0,2,5,0,4,3,3,1,0,4,0,2,0
"2417","2013-08-27",6,7,4,8,1,6,0,4,2,6,5,2,1,1,2,0,5,5,2,1,3,0,0,0,3,1,1,7,1,3,4,1,2,4,1,0,1,1,6,5,1,2,0,1,1,1,0,8,2
"2418","2013-08-28",5,5,2,17,4,1,0,4,1,4,8,2,0,3,1,3,3,0,4,3,4,0,1,1,0,5,0,4,1,0,2,1,0,0,2,0,2,3,4,1,3,1,1,3,3,1,1,4,2
"2419","2013-08-29",12,2,6,10,13,0,0,2,0,6,6,5,0,1,5,1,6,5,1,0,1,1,0,0,1,6,0,7,1,0,7,1,0,0,0,0,1,2,1,2,4,2,1,1,1,2,0,18,1
"2420","2013-08-30",14,4,5,11,3,6,0,4,4,6,11,7,1,3,4,1,9,9,2,0,1,3,0,0,1,2,2,7,2,0,5,9,1,1,1,1,0,4,1,2,1,0,4,0,2,1,0,19,0
"2421","2013-08-31",1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0
"2422","2013-09-01",6,1,1,9,0,1,0,1,1,0,2,1,0,1,0,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,2,0,2,0,2,0,1,0,1,2,2,0,0,0,8,1
"2423","2013-09-02",1,0,0,5,2,2,0,0,0,1,1,2,1,0,0,1,2,1,0,2,0,0,2,0,0,0,1,3,0,1,2,3,1,0,2,1,0,1,1,3,0,0,0,0,0,3,1,6,0
"2424","2013-09-03",12,2,5,11,7,4,0,7,2,2,10,4,0,2,8,2,10,15,1,3,5,2,1,0,4,5,0,9,1,0,2,5,0,0,0,3,2,3,1,4,1,3,3,3,2,2,0,24,0
"2425","2013-09-04",11,3,6,17,1,1,0,1,3,2,4,4,0,0,1,2,6,8,2,0,5,0,1,0,0,2,1,5,1,1,3,4,0,1,1,1,0,1,1,0,2,0,0,4,0,3,0,18,0
"2426","2013-09-05",20,2,4,25,5,4,0,4,1,0,15,4,0,4,5,1,5,12,1,1,7,1,2,0,4,5,2,9,1,0,6,7,1,1,2,1,0,2,1,3,2,1,5,3,0,1,0,32,3
"2427","2013-09-06",22,6,8,21,8,0,1,2,3,1,17,5,0,2,3,0,15,10,7,3,8,2,4,0,1,8,1,11,1,1,12,7,2,4,1,2,1,4,1,5,1,1,5,4,0,5,2,36,0
"2428","2013-09-07",6,0,2,1,1,0,0,1,2,0,4,1,0,0,0,0,7,2,0,0,4,0,0,0,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,10,0
"2429","2013-09-08",7,1,3,4,2,4,0,5,2,0,1,1,0,1,0,0,2,4,0,0,0,1,0,0,3,2,0,2,2,1,0,1,1,1,0,1,0,0,0,4,0,1,0,0,0,0,0,12,0
"2430","2013-09-09",20,10,6,27,4,1,0,6,1,5,9,8,3,0,4,3,5,12,1,3,12,0,1,1,2,3,3,10,2,2,9,5,2,3,0,3,1,7,2,8,1,2,2,9,1,4,0,26,3
"2431","2013-09-10",8,7,6,6,5,0,0,3,3,3,6,5,2,0,1,1,4,10,1,1,4,0,0,0,1,0,1,10,2,0,2,6,2,0,0,0,1,1,1,3,1,3,0,1,0,1,0,20,1
"2432","2013-09-11",7,1,3,27,6,2,0,7,1,0,6,1,0,2,2,0,2,3,3,2,1,1,1,0,1,1,1,5,0,0,1,2,0,4,1,1,2,7,4,3,2,3,0,0,1,2,0,12,0
"2433","2013-09-12",15,8,9,7,3,3,0,5,4,0,15,4,3,1,1,2,7,10,1,5,9,1,0,0,2,3,0,15,1,5,3,3,1,1,0,2,0,1,4,1,1,1,2,3,0,2,1,30,2
"2434","2013-09-13",9,4,5,15,3,2,0,2,2,0,3,4,1,3,2,1,5,5,1,2,2,1,0,0,0,1,0,10,4,0,5,3,4,0,0,0,1,2,1,7,0,1,0,2,0,1,1,16,0
"2435","2013-09-14",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"2436","2013-09-15",4,2,2,6,1,1,0,3,0,1,0,1,0,0,1,1,1,2,0,0,14,1,0,0,0,1,1,3,0,0,1,3,0,0,0,1,0,1,0,3,1,0,0,10,0,0,0,9,0
"2437","2013-09-16",13,5,2,21,7,3,0,9,0,3,5,2,3,3,2,2,4,3,4,1,3,3,1,0,3,0,1,7,1,2,0,2,0,3,2,1,0,3,1,0,1,1,2,0,2,1,0,14,0
"2438","2013-09-17",3,3,2,7,4,1,0,5,0,3,5,2,0,1,0,2,0,4,2,2,4,0,2,0,3,1,0,7,1,0,0,1,3,2,2,0,0,1,2,5,1,4,0,2,1,1,0,9,2
"2439","2013-09-18",3,1,1,5,4,3,0,2,1,5,2,1,0,0,4,0,1,2,1,1,2,0,0,0,0,2,1,7,1,0,1,2,0,1,0,0,0,0,5,2,2,2,0,1,0,0,0,4,0
"2440","2013-09-19",5,3,5,9,5,5,0,2,0,2,9,2,0,1,2,1,5,5,1,2,6,2,3,0,1,2,0,5,1,0,1,0,2,3,2,1,2,1,1,2,3,6,1,6,2,3,1,10,0
"2441","2013-09-20",2,4,2,19,6,4,0,9,1,6,2,3,1,8,7,0,3,2,5,15,5,1,3,0,4,5,1,3,2,4,3,1,2,1,3,1,2,1,4,2,1,11,0,2,3,2,1,3,3
"2442","2013-09-21",0,0,0,5,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2443","2013-09-22",2,1,0,3,4,8,0,1,0,4,2,0,1,1,0,0,1,1,1,5,0,1,3,0,2,0,0,0,0,1,0,1,0,1,3,0,1,1,0,0,1,1,0,0,0,0,0,1,0
"2444","2013-09-23",4,5,0,10,4,3,0,2,2,2,5,1,1,4,3,0,6,2,0,6,0,0,7,0,3,8,1,2,0,0,2,2,1,1,5,4,1,3,2,4,5,0,2,0,2,0,1,2,0
"2445","2013-09-24",3,6,2,13,2,1,0,2,0,2,13,2,0,0,5,2,11,8,1,1,4,0,2,1,1,6,0,4,3,0,1,2,0,0,4,3,0,2,2,0,0,1,2,1,3,0,0,9,0
"2446","2013-09-25",1,1,1,9,2,4,0,1,2,2,7,1,0,5,2,1,3,3,0,8,8,1,2,1,1,1,2,2,1,0,3,3,0,1,1,0,0,2,0,2,0,1,0,4,1,1,0,4,3
"2447","2013-09-26",6,5,3,15,3,6,0,4,1,3,4,2,2,0,3,3,1,1,2,5,2,3,5,0,1,2,1,3,2,1,3,1,2,1,1,4,1,2,2,6,0,3,1,1,0,2,2,2,0
"2448","2013-09-27",0,3,0,8,5,6,0,4,1,5,4,0,2,6,9,0,0,0,2,9,3,2,2,2,5,4,3,2,1,1,1,1,2,3,2,1,2,0,2,4,0,5,1,1,5,2,1,3,1
"2449","2013-09-28",0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"2450","2013-09-29",0,2,0,0,0,2,0,1,0,1,4,0,0,1,1,0,0,0,1,1,0,2,3,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"2451","2013-09-30",1,3,2,13,4,10,0,1,1,6,5,2,2,6,5,1,3,0,3,8,8,3,4,1,1,1,1,0,0,1,2,0,2,3,8,4,2,2,4,5,3,4,2,5,0,0,0,3,0
"2452","2013-10-01",7,7,3,7,4,14,0,4,0,2,10,7,2,9,7,0,5,3,1,17,7,2,3,0,3,4,2,2,2,1,3,2,2,1,1,1,0,0,3,6,1,2,0,6,1,1,2,8,1
"2453","2013-10-02",1,3,1,3,2,9,0,2,1,4,4,2,1,2,1,0,4,0,1,12,1,1,1,1,0,5,1,0,0,0,0,2,0,3,1,0,0,0,1,2,0,1,1,0,2,1,0,2,1
"2454","2013-10-03",3,3,2,8,2,8,0,3,1,5,5,3,3,5,9,0,6,5,3,17,6,1,4,2,2,14,2,1,0,0,3,1,1,2,4,1,0,0,4,2,9,1,6,2,5,5,0,4,2
"2455","2013-10-04",3,7,1,22,5,10,0,8,3,9,5,4,1,4,15,2,5,3,4,12,3,3,3,0,1,4,0,2,0,6,1,5,1,2,7,7,5,4,5,1,2,1,2,1,2,9,4,2,3
"2456","2013-10-06",0,0,0,1,0,3,0,1,0,0,1,0,1,0,1,0,4,1,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0
"2457","2013-10-07",5,8,3,21,10,13,0,12,3,10,18,5,0,7,4,0,9,3,3,18,9,1,4,2,4,9,1,5,5,1,5,1,3,4,8,2,0,2,9,7,2,6,2,4,2,3,1,4,3
"2458","2013-10-08",2,1,0,18,3,16,0,5,0,8,0,2,1,4,3,0,0,0,1,14,8,0,2,0,6,0,1,1,1,0,2,2,0,3,4,0,3,2,2,0,0,2,0,6,0,2,2,1,1
"2459","2013-10-09",4,3,3,19,5,11,0,5,2,4,1,5,4,3,7,0,3,1,3,16,9,1,7,0,5,4,0,1,3,5,2,0,2,2,12,2,4,1,6,2,1,1,0,5,3,3,2,0,1
"2460","2013-10-10",3,2,5,16,6,9,0,5,1,6,2,0,5,5,1,0,0,0,0,16,5,1,3,1,2,4,1,0,0,0,1,1,4,1,4,6,2,1,2,7,5,2,3,2,0,1,0,1,0
"2461","2013-10-11",2,0,2,18,5,9,0,9,1,6,1,5,0,6,3,3,2,3,6,11,8,2,3,1,2,3,0,0,1,2,1,0,5,2,2,4,2,5,6,7,0,2,0,5,1,3,0,1,1
"2462","2013-10-12",1,2,1,2,2,2,0,1,1,0,2,3,1,1,1,0,3,2,0,1,1,0,3,0,0,0,0,2,2,0,1,2,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,3,0
"2463","2013-10-13",0,2,0,2,0,2,0,1,1,1,0,0,0,3,6,0,1,0,1,3,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0
"2464","2013-10-14",3,6,3,12,7,6,0,5,0,4,1,5,2,8,3,1,0,1,2,14,3,3,8,3,2,14,2,1,4,1,0,0,4,2,5,0,1,2,3,4,2,1,1,2,1,2,0,4,1
"2465","2013-10-15",2,4,1,12,1,8,0,5,2,4,2,7,2,5,3,0,0,2,0,18,7,0,3,4,2,5,1,4,2,0,0,2,1,1,2,1,0,0,4,2,1,2,1,3,0,1,1,1,2
"2466","2013-10-16",0,4,0,7,5,5,0,1,0,3,0,3,0,6,3,2,0,2,1,8,2,4,1,1,3,1,1,0,0,0,0,1,1,0,0,4,0,2,1,2,2,6,0,1,1,1,1,3,2
"2467","2013-10-17",5,6,1,7,7,11,0,3,2,2,8,3,1,3,7,2,5,4,1,13,10,2,6,3,6,4,1,3,2,3,3,5,2,1,3,0,2,1,4,5,2,0,2,7,3,4,2,3,3
"2468","2013-10-18",0,3,0,9,4,10,0,2,1,11,2,1,1,5,10,1,0,0,5,10,0,1,9,2,0,0,3,1,0,2,1,0,2,2,5,0,2,1,3,2,0,7,0,0,0,0,1,0,2
"2469","2013-10-19",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2470","2013-10-20",1,1,0,6,2,2,0,5,0,2,0,1,0,2,0,0,0,1,0,4,0,1,5,1,0,0,2,0,0,0,1,1,1,1,7,2,0,1,2,1,1,1,0,0,2,4,0,0,0
"2471","2013-10-21",1,6,2,11,5,8,0,9,1,5,3,1,7,8,4,3,0,1,2,10,4,4,4,1,2,4,2,0,1,1,0,3,3,5,4,3,2,1,2,8,3,1,0,1,2,1,0,1,0
"2472","2013-10-22",5,6,3,14,4,7,0,3,3,4,1,3,2,5,8,2,1,2,3,7,4,1,4,0,1,6,0,3,2,1,4,1,3,2,2,5,1,1,3,4,2,2,0,3,2,2,0,3,1
"2473","2013-10-23",1,1,0,4,3,2,0,3,0,4,0,1,0,1,1,2,0,0,3,2,5,0,2,0,4,3,1,1,0,0,1,1,1,0,3,0,0,0,1,4,0,1,0,3,1,0,0,1,0
"2474","2013-10-24",8,4,6,10,4,9,0,6,1,4,4,4,1,4,5,2,5,3,1,10,8,2,6,1,6,5,3,4,3,4,3,2,0,3,6,1,1,0,4,1,2,1,0,5,2,1,0,6,3
"2475","2013-10-25",2,0,1,7,6,7,0,3,1,2,11,1,0,2,7,2,5,5,4,4,3,0,1,0,8,0,4,1,0,1,0,1,2,1,1,2,0,1,3,2,0,3,4,1,0,4,0,1,0
"2476","2013-10-26",0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,5,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2477","2013-10-27",1,0,0,3,3,2,0,2,1,0,0,0,0,1,0,1,2,0,0,2,0,1,3,0,0,0,0,1,0,1,1,0,0,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0
"2478","2013-10-28",4,8,2,18,9,2,0,6,1,1,8,4,0,2,6,0,2,2,1,1,5,1,8,1,1,2,5,3,0,2,2,3,0,2,4,8,1,4,2,0,1,0,1,2,1,0,0,3,0
"2479","2013-10-29",4,5,3,6,6,0,0,2,3,1,2,1,2,1,3,0,4,1,1,1,5,1,0,1,3,2,0,0,2,2,0,2,0,1,0,2,0,1,1,1,1,0,0,3,0,3,0,3,1
"2480","2013-10-30",2,3,3,18,8,3,0,5,1,3,0,2,1,3,2,3,0,2,4,3,6,0,2,0,3,2,1,2,7,0,1,0,0,0,4,2,0,4,2,0,1,2,1,3,2,1,0,0,1
"2481","2013-10-31",1,2,1,6,2,1,0,0,0,1,3,3,0,2,7,0,2,2,3,4,4,1,2,0,2,5,1,1,1,1,3,1,2,1,2,2,2,0,1,6,1,0,1,2,0,1,1,2,4
"2482","2013-11-01",3,3,2,11,3,2,0,1,1,0,0,2,0,0,0,0,0,0,4,2,5,0,1,0,2,4,0,0,2,1,1,2,0,0,1,1,1,3,1,0,0,3,1,2,1,2,0,4,0
"2483","2013-11-02",0,0,0,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2484","2013-11-03",1,1,0,10,7,1,0,6,0,1,0,0,0,0,3,0,0,1,2,1,2,0,2,1,3,1,1,0,0,2,6,0,0,1,1,4,1,3,1,0,0,0,0,0,0,0,0,0,0
"2485","2013-11-04",9,9,5,14,2,5,0,3,1,3,5,1,3,4,2,1,2,4,3,4,7,1,3,0,1,1,2,7,5,1,2,2,3,4,3,0,0,4,1,5,0,6,0,5,0,0,1,3,1
"2486","2013-11-05",5,6,5,12,3,2,0,3,2,4,7,1,1,2,4,2,10,7,2,7,1,1,1,0,1,0,2,2,5,4,0,2,1,1,2,1,0,3,2,1,0,2,1,0,1,0,1,4,3
"2487","2013-11-06",1,1,1,16,12,6,0,3,0,5,3,0,3,3,3,3,0,1,1,6,0,1,1,0,1,8,2,0,3,1,5,0,0,2,3,1,0,5,5,1,2,14,1,0,0,0,0,1,2
"2488","2013-11-07",3,4,3,6,2,5,0,1,1,4,2,3,0,4,2,5,0,0,3,4,2,2,0,1,1,7,1,1,2,1,5,0,3,1,0,3,5,0,0,6,2,10,0,1,0,3,2,1,3
"2489","2013-11-08",1,2,1,12,1,2,0,4,1,1,5,1,1,4,5,0,2,2,2,12,4,3,2,0,2,1,3,5,2,0,4,0,2,0,4,1,0,2,0,3,4,2,0,4,1,0,1,4,5
"2490","2013-11-09",0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2491","2013-11-10",3,1,1,8,1,1,0,3,1,3,3,0,0,0,5,1,5,1,1,4,5,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,3,1,1,0,4,0,2,0,0,2,1,1
