time,american,australia,british,australian,iraq,united kingdom,china,canada,uk,france,london,russia,europe,germany,england,french,afghanistan,israel,new york,united nations,washington,japan,wikinews,iran,california,america,chinese,bush,india,barack obama,white house,new zealand,german,iraqi,european,americans,european union,britain,george w bush,utc,bbc,english,pakistan,israeli,internet,senate,spain,reuters,italy,associated press
3/10/2007,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
3/11/2007,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3/12/2007,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
3/13/2007,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/14/2007,1,0,2,0,4,2,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4,0,3,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1
3/15/2007,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3/16/2007,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/17/2007,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/18/2007,0,1,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
3/19/2007,0,1,1,1,0,1,0,4,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3/20/2007,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3/21/2007,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3/22/2007,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,1,1,1,2,0,4,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
3/23/2007,2,0,2,0,2,2,0,0,1,0,4,0,4,0,1,1,0,1,2,0,0,0,3,4,0,2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,2,0,1,1,0,0,0,0,0,0
3/24/2007,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/25/2007,0,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3/26/2007,0,2,0,1,0,0,0,2,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/27/2007,0,1,1,1,2,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3/28/2007,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,0,0,1
3/29/2007,0,0,1,0,3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3/30/2007,0,0,3,0,3,2,0,1,3,0,1,1,2,0,0,0,0,0,0,2,0,0,1,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3/31/2007,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4/1/2007,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4/2/2007,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4/3/2007,0,0,3,0,0,0,1,0,2,2,2,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
4/4/2007,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4/5/2007,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4/6/2007,0,0,3,0,4,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4/8/2007,2,0,1,0,2,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/9/2007,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/10/2007,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/11/2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/2007,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
4/13/2007,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
4/14/2007,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/2007,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4/16/2007,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4/17/2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0
4/18/2007,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4/19/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/21/2007,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/22/2007,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4/23/2007,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/2007,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/25/2007,0,4,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/26/2007,0,4,0,2,2,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4/27/2007,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/2007,0,3,1,2,1,0,1,3,1,0,1,2,1,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4/29/2007,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4/30/2007,2,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,4,0,2,0,1,0,0,1,2,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0
5/1/2007,0,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5/2/2007,0,0,0,0,1,1,0,5,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5/3/2007,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/4/2007,2,0,3,0,3,3,0,1,2,0,1,0,1,0,2,0,2,2,0,1,2,0,1,1,1,5,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,0,0,0,0,0,0
5/5/2007,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5/6/2007,1,0,1,0,1,0,0,0,2,1,0,0,3,0,0,2,0,0,0,0,0,0,0,2,0,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/7/2007,3,0,3,0,0,1,0,0,0,1,0,2,3,0,1,2,1,0,0,1,0,0,0,6,0,3,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5/8/2007,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2007,3,1,2,0,0,2,0,5,1,1,2,0,0,0,0,2,1,0,3,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0
5/10/2007,0,0,3,0,1,0,0,5,1,0,1,0,0,0,2,0,0,3,0,0,1,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0
5/11/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5/12/2007,2,0,0,0,2,1,0,0,3,1,0,1,4,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0
5/13/2007,1,0,0,0,5,1,0,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1
5/14/2007,2,4,0,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5/15/2007,0,1,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5/16/2007,3,0,0,0,3,0,0,0,0,1,2,0,3,1,0,1,0,0,2,0,1,0,0,2,0,5,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0
5/17/2007,1,0,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
5/18/2007,1,1,4,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5/19/2007,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5/20/2007,0,4,0,2,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5/21/2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5/22/2007,0,0,1,0,0,1,1,0,1,0,1,3,3,0,0,0,0,0,0,0,1,0,0,2,0,2,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0
5/23/2007,0,0,4,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0
5/24/2007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/25/2007,1,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5/26/2007,0,2,2,1,7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5/27/2007,3,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/28/2007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5/29/2007,2,1,0,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0,2,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5/30/2007,0,0,1,0,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
5/31/2007,0,5,1,3,0,0,0,2,1,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6/1/2007,5,5,0,3,2,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,3,1,7,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1
6/2/2007,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0
6/3/2007,0,5,1,2,1,2,1,1,0,1,1,0,0,2,0,0,1,0,0,0,1,1,0,2,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/4/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6/5/2007,1,2,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,1,2,2,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
6/6/2007,1,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6/7/2007,1,0,1,0,2,1,1,1,0,1,1,1,3,2,0,0,0,0,3,0,1,2,0,2,2,4,0,6,2,0,1,2,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
6/8/2007,1,2,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
6/9/2007,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,3,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1
6/10/2007,2,0,1,0,1,0,0,1,2,0,0,2,3,1,1,0,1,0,0,0,1,0,0,2,0,2,0,0,3,0,0,0,3,0,3,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0
6/11/2007,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6/12/2007,2,0,2,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6/13/2007,1,0,0,0,0,0,4,4,1,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,1,4,3,0,1,0,0,2,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
6/14/2007,2,0,0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6/15/2007,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/16/2007,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6/17/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2007,0,0,2,0,0,1,0,1,0,1,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,2,0,1,0,0,0,0
6/19/2007,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
6/20/2007,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,2,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6/21/2007,0,1,0,0,0,2,2,0,0,1,0,0,2,0,0,1,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2007,4,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,9,2,0,2,8,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
6/23/2007,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
6/24/2007,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6/25/2007,1,0,1,0,0,1,1,0,3,1,0,2,1,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0
6/26/2007,1,0,0,0,1,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6/27/2007,0,0,1,0,0,2,0,0,2,0,0,3,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
6/28/2007,3,3,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,0,4,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
6/29/2007,0,0,1,0,0,0,0,0,2,1,1,1,4,1,0,0,0,0,2,1,2,2,0,0,0,0,0,2,1,0,1,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
6/30/2007,1,0,0,0,3,2,0,1,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7/1/2007,2,1,0,0,0,1,0,0,0,1,1,0,1,0,2,1,0,0,0,0,2,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/2/2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7/3/2007,1,2,1,1,1,1,0,0,1,0,2,0,5,0,0,0,0,0,2,0,0,0,1,0,0,2,0,3,1,0,1,0,0,1,5,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1
7/4/2007,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,0,2,0,0
7/5/2007,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0
7/6/2007,0,2,0,1,0,0,0,1,2,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1
7/7/2007,1,0,2,0,0,1,0,1,0,2,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
7/8/2007,1,1,2,1,3,0,2,0,0,2,0,0,1,0,2,2,0,0,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7/9/2007,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
7/10/2007,3,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,1,2,0,0,1,2,0,2,0,0,1,0,0,0,0
7/11/2007,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2
7/12/2007,1,2,3,0,0,0,0,1,1,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2007,1,0,3,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
7/14/2007,1,3,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7/15/2007,2,0,1,0,3,0,0,2,0,1,0,0,0,3,0,0,1,0,2,1,1,1,0,0,0,5,0,4,0,0,0,1,3,2,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0
7/16/2007,0,0,3,0,0,2,0,0,4,0,2,3,1,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7/17/2007,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
